estrategia,vectores,dimension,k,consulta,latencia_ms,distancias,registros_examinados,page_reads,buffer_hits,buffer_misses,filas
fullsort,10000,64,20,27,8.068603,10000,10000,710,10000,710,20
fullsort,10000,64,20,28,8.012647,10000,10000,710,10000,710,20
fullsort,10000,64,20,29,7.999080,10000,10000,710,10000,710,20
topk,10000,64,50,0,6.000668,10000,10000,710,10000,710,50
topk,10000,64,50,1,5.995819,10000,10000,710,10000,710,50
topk,10000,64,50,2,5.967304,10000,10000,710,10000,710,50
topk,10000,64,50,3,6.142259,10000,10000,710,10000,710,50
topk,10000,64,50,4,6.291816,10000,10000,710,10000,710,50
topk,10000,64,50,5,6.115759,10000,10000,710,10000,710,50
topk,10000,64,50,6,6.069159,10000,10000,710,10000,710,50
topk,10000,64,50,7,5.913792,10000,10000,710,10000,710,50
topk,10000,64,50,8,5.883643,10000,10000,710,10000,710,50
topk,10000,64,50,9,5.877532,10000,10000,710,10000,710,50
topk,10000,64,50,10,5.859818,10000,10000,710,10000,710,50
topk,10000,64,50,11,5.886209,10000,10000,710,10000,710,50
topk,10000,64,50,12,6.200131,10000,10000,710,10000,710,50
topk,10000,64,50,13,5.996891,10000,10000,710,10000,710,50
topk,10000,64,50,14,5.937317,10000,10000,710,10000,710,50
topk,10000,64,50,15,5.918881,10000,10000,710,10000,710,50
topk,10000,64,50,16,5.919933,10000,10000,710,10000,710,50
topk,10000,64,50,17,5.915865,10000,10000,710,10000,710,50
topk,10000,64,50,18,5.916958,10000,10000,710,10000,710,50
topk,10000,64,50,19,5.925834,10000,10000,710,10000,710,50
topk,10000,64,50,20,5.923790,10000,10000,710,10000,710,50
topk,10000,64,50,21,5.948849,10000,10000,710,10000,710,50
topk,10000,64,50,22,5.934571,10000,10000,710,10000,710,50
topk,10000,64,50,23,5.940293,10000,10000,710,10000,710,50
topk,10000,64,50,24,5.914753,10000,10000,710,10000,710,50
topk,10000,64,50,25,5.914854,10000,10000,710,10000,710,50
topk,10000,64,50,26,5.903090,10000,10000,710,10000,710,50
topk,10000,64,50,27,5.934321,10000,10000,710,10000,710,50
topk,10000,64,50,28,5.907078,10000,10000,710,10000,710,50
topk,10000,64,50,29,5.916938,10000,10000,710,10000,710,50
fullsort,10000,64,50,0,8.369922,10000,10000,710,10000,710,50
fullsort,10000,64,50,1,8.178395,10000,10000,710,10000,710,50
fullsort,10000,64,50,2,8.050219,10000,10000,710,10000,710,50
fullsort,10000,64,50,3,9.243537,10000,10000,710,10000,710,50
fullsort,10000,64,50,4,9.814121,10000,10000,710,10000,710,50
fullsort,10000,64,50,5,8.032645,10000,10000,710,10000,710,50
fullsort,10000,64,50,6,8.036673,10000,10000,710,10000,710,50
fullsort,10000,64,50,7,8.082952,10000,10000,710,10000,710,50
fullsort,10000,64,50,8,8.021042,10000,10000,710,10000,710,50
fullsort,10000,64,50,9,7.998549,10000,10000,710,10000,710,50
fullsort,10000,64,50,10,8.039047,10000,10000,710,10000,710,50
fullsort,10000,64,50,11,8.031463,10000,10000,710,10000,710,50
fullsort,10000,64,50,12,8.090015,10000,10000,710,10000,710,50
fullsort,10000,64,50,13,8.022115,10000,10000,710,10000,710,50
fullsort,10000,64,50,14,8.118269,10000,10000,710,10000,710,50
fullsort,10000,64,50,15,8.065969,10000,10000,710,10000,710,50
fullsort,10000,64,50,16,8.140401,10000,10000,710,10000,710,50
fullsort,10000,64,50,17,8.089655,10000,10000,710,10000,710,50
fullsort,10000,64,50,18,8.045068,10000,10000,710,10000,710,50
fullsort,10000,64,50,19,8.038556,10000,10000,710,10000,710,50
fullsort,10000,64,50,20,8.039207,10000,10000,710,10000,710,50
fullsort,10000,64,50,21,8.039719,10000,10000,710,10000,710,50
fullsort,10000,64,50,22,8.190528,10000,10000,710,10000,710,50
fullsort,10000,64,50,23,8.100786,10000,10000,710,10000,710,50
fullsort,10000,64,50,24,8.037474,10000,10000,710,10000,710,50
fullsort,10000,64,50,25,8.078493,10000,10000,710,10000,710,50
fullsort,10000,64,50,26,8.038617,10000,10000,710,10000,710,50
fullsort,10000,64,50,27,8.006585,10000,10000,710,10000,710,50
fullsort,10000,64,50,28,8.050930,10000,10000,710,10000,710,50
fullsort,10000,64,50,29,8.018909,10000,10000,710,10000,710,50
topk,10000,128,10,0,10.763262,10000,10000,1429,10000,1429,10
topk,10000,128,10,1,10.657139,10000,10000,1429,10000,1429,10
topk,10000,128,10,2,10.568931,10000,10000,1429,10000,1429,10
topk,10000,128,10,3,10.335733,10000,10000,1429,10000,1429,10
topk,10000,128,10,4,10.314132,10000,10000,1429,10000,1429,10
topk,10000,128,10,5,10.291929,10000,10000,1429,10000,1429,10
topk,10000,128,10,6,10.255038,10000,10000,1429,10000,1429,10
topk,10000,128,10,7,10.269626,10000,10000,1429,10000,1429,10
topk,10000,128,10,8,10.295175,10000,10000,1429,10000,1429,10
topk,10000,128,10,9,10.386140,10000,10000,1429,10000,1429,10
topk,10000,128,10,10,10.370439,10000,10000,1429,10000,1429,10
topk,10000,128,10,11,10.348247,10000,10000,1429,10000,1429,10
topk,10000,128,10,12,10.271399,10000,10000,1429,10000,1429,10
topk,10000,128,10,13,10.376070,10000,10000,1429,10000,1429,10
topk,10000,128,10,14,10.288973,10000,10000,1429,10000,1429,10
topk,10000,128,10,15,10.291478,10000,10000,1429,10000,1429,10
topk,10000,128,10,16,10.325143,10000,10000,1429,10000,1429,10
topk,10000,128,10,17,10.255499,10000,10000,1429,10000,1429,10
topk,10000,128,10,18,10.269676,10000,10000,1429,10000,1429,10
topk,10000,128,10,19,10.317107,10000,10000,1429,10000,1429,10
topk,10000,128,10,20,10.267341,10000,10000,1429,10000,1429,10
topk,10000,128,10,21,10.307509,10000,10000,1429,10000,1429,10
topk,10000,128,10,22,10.276089,10000,10000,1429,10000,1429,10
topk,10000,128,10,23,10.343488,10000,10000,1429,10000,1429,10
topk,10000,128,10,24,10.769345,10000,10000,1429,10000,1429,10
topk,10000,128,10,25,10.664533,10000,10000,1429,10000,1429,10
topk,10000,128,10,26,10.539233,10000,10000,1429,10000,1429,10
topk,10000,128,10,27,10.360821,10000,10000,1429,10000,1429,10
topk,10000,128,10,28,10.319522,10000,10000,1429,10000,1429,10
topk,10000,128,10,29,10.252944,10000,10000,1429,10000,1429,10
fullsort,10000,128,10,0,13.187252,10000,10000,1429,10000,1429,10
fullsort,10000,128,10,1,12.902836,10000,10000,1429,10000,1429,10
fullsort,10000,128,10,2,12.493000,10000,10000,1429,10000,1429,10
fullsort,10000,128,10,3,12.604615,10000,10000,1429,10000,1429,10
fullsort,10000,128,10,4,12.614553,10000,10000,1429,10000,1429,10
fullsort,10000,128,10,5,12.614403,10000,10000,1429,10000,1429,10
fullsort,10000,128,10,6,12.640774,10000,10000,1429,10000,1429,10
fullsort,10000,128,10,7,12.526615,10000,10000,1429,10000,1429,10
fullsort,10000,128,10,8,12.619633,10000,10000,1429,10000,1429,10
fullsort,10000,128,10,9,12.754632,10000,10000,1429,10000,1429,10
fullsort,10000,128,10,10,12.491988,10000,10000,1429,10000,1429,10
fullsort,10000,128,10,11,12.492138,10000,10000,1429,10000,1429,10
fullsort,10000,128,10,12,13.095746,10000,10000,1429,10000,1429,10
fullsort,10000,128,10,13,13.244401,10000,10000,1429,10000,1429,10
fullsort,10000,128,10,14,12.690188,10000,10000,1429,10000,1429,10
fullsort,10000,128,10,15,12.681371,10000,10000,1429,10000,1429,10
fullsort,10000,128,10,16,12.677163,10000,10000,1429,10000,1429,10
fullsort,10000,128,10,17,12.506275,10000,10000,1429,10000,1429,10
fullsort,10000,128,10,18,12.569386,10000,10000,1429,10000,1429,10
fullsort,10000,128,10,19,12.509983,10000,10000,1429,10000,1429,10
fullsort,10000,128,10,20,12.660562,10000,10000,1429,10000,1429,10
fullsort,10000,128,10,21,12.469776,10000,10000,1429,10000,1429,10
fullsort,10000,128,10,22,12.616136,10000,10000,1429,10000,1429,10
fullsort,10000,128,10,23,12.512297,10000,10000,1429,10000,1429,10
fullsort,10000,128,10,24,12.515804,10000,10000,1429,10000,1429,10
fullsort,10000,128,10,25,12.744753,10000,10000,1429,10000,1429,10
fullsort,10000,128,10,26,12.534259,10000,10000,1429,10000,1429,10
fullsort,10000,128,10,27,12.709546,10000,10000,1429,10000,1429,10
fullsort,10000,128,10,28,12.482090,10000,10000,1429,10000,1429,10
fullsort,10000,128,10,29,12.503480,10000,10000,1429,10000,1429,10
topk,10000,256,10,0,21.020924,10000,10000,3334,10000,3334,10
topk,10000,256,10,1,21.046132,10000,10000,3334,10000,3334,10
topk,10000,256,10,2,20.799920,10000,10000,3334,10000,3334,10
topk,10000,256,10,3,20.940169,10000,10000,3334,10000,3334,10
topk,10000,256,10,4,20.923147,10000,10000,3334,10000,3334,10
topk,10000,256,10,5,21.154972,10000,10000,3334,10000,3334,10
topk,10000,256,10,6,20.837743,10000,10000,3334,10000,3334,10
topk,10000,256,10,7,20.893009,10000,10000,3334,10000,3334,10
topk,10000,256,10,8,20.760044,10000,10000,3334,10000,3334,10
topk,10000,256,10,9,20.748582,10000,10000,3334,10000,3334,10
topk,10000,256,10,10,20.801814,10000,10000,3334,10000,3334,10
topk,10000,256,10,11,20.990295,10000,10000,3334,10000,3334,10
topk,10000,256,10,12,21.071952,10000,10000,3334,10000,3334,10
topk,10000,256,10,13,20.917807,10000,10000,3334,10000,3334,10
topk,10000,256,10,14,21.216911,10000,10000,3334,10000,3334,10
topk,10000,256,10,15,21.318666,10000,10000,3334,10000,3334,10
topk,10000,256,10,16,21.503059,10000,10000,3334,10000,3334,10
topk,10000,256,10,17,21.577693,10000,10000,3334,10000,3334,10
topk,10000,256,10,18,21.695569,10000,10000,3334,10000,3334,10
topk,10000,256,10,19,21.343102,10000,10000,3334,10000,3334,10
topk,10000,256,10,20,21.208335,10000,10000,3334,10000,3334,10
topk,10000,256,10,21,21.123852,10000,10000,3334,10000,3334,10
topk,10000,256,10,22,21.206691,10000,10000,3334,10000,3334,10
topk,10000,256,10,23,21.072543,10000,10000,3334,10000,3334,10
topk,10000,256,10,24,21.173768,10000,10000,3334,10000,3334,10
topk,10000,256,10,25,21.198997,10000,10000,3334,10000,3334,10
topk,10000,256,10,26,21.233904,10000,10000,3334,10000,3334,10
topk,10000,256,10,27,20.810552,10000,10000,3334,10000,3334,10
topk,10000,256,10,28,20.826712,10000,10000,3334,10000,3334,10
topk,10000,256,10,29,20.892889,10000,10000,3334,10000,3334,10
fullsort,10000,256,10,0,26.349777,10000,10000,3334,10000,3334,10
fullsort,10000,256,10,1,25.709138,10000,10000,3334,10000,3334,10
fullsort,10000,256,10,2,25.202075,10000,10000,3334,10000,3334,10
fullsort,10000,256,10,3,25.030857,10000,10000,3334,10000,3334,10
fullsort,10000,256,10,4,24.717375,10000,10000,3334,10000,3334,10
fullsort,10000,256,10,5,24.620240,10000,10000,3334,10000,3334,10
fullsort,10000,256,10,6,24.798241,10000,10000,3334,10000,3334,10
fullsort,10000,256,10,7,24.734198,10000,10000,3334,10000,3334,10
fullsort,10000,256,10,8,24.718698,10000,10000,3334,10000,3334,10
fullsort,10000,256,10,9,24.815513,10000,10000,3334,10000,3334,10
fullsort,10000,256,10,10,24.857735,10000,10000,3334,10000,3334,10
fullsort,10000,256,10,11,25.306145,10000,10000,3334,10000,3334,10
fullsort,10000,256,10,12,25.221813,10000,10000,3334,10000,3334,10
fullsort,10000,256,10,13,25.018333,10000,10000,3334,10000,3334,10
fullsort,10000,256,10,14,24.723618,10000,10000,3334,10000,3334,10
fullsort,10000,256,10,15,24.672620,10000,10000,3334,10000,3334,10
fullsort,10000,256,10,16,24.891119,10000,10000,3334,10000,3334,10
fullsort,10000,256,10,17,25.083378,10000,10000,3334,10000,3334,10
fullsort,10000,256,10,18,24.917951,10000,10000,3334,10000,3334,10
fullsort,10000,256,10,19,24.669053,10000,10000,3334,10000,3334,10
fullsort,10000,256,10,20,24.513204,10000,10000,3334,10000,3334,10
fullsort,10000,256,10,21,24.545767,10000,10000,3334,10000,3334,10
fullsort,10000,256,10,22,25.247122,10000,10000,3334,10000,3334,10
fullsort,10000,256,10,23,26.162147,10000,10000,3334,10000,3334,10
fullsort,10000,256,10,24,25.100361,10000,10000,3334,10000,3334,10
fullsort,10000,256,10,25,25.325963,10000,10000,3334,10000,3334,10
fullsort,10000,256,10,26,25.111191,10000,10000,3334,10000,3334,10
fullsort,10000,256,10,27,25.708708,10000,10000,3334,10000,3334,10
fullsort,10000,256,10,28,25.552428,10000,10000,3334,10000,3334,10
fullsort,10000,256,10,29,25.143855,10000,10000,3334,10000,3334,10
topk,50000,64,10,0,30.729885,50000,50000,3567,50000,3567,10
topk,50000,64,10,1,30.582853,50000,50000,3567,50000,3567,10
topk,50000,64,10,2,30.440771,50000,50000,3567,50000,3567,10
topk,50000,64,10,3,30.355808,50000,50000,3567,50000,3567,10
topk,50000,64,10,4,30.498611,50000,50000,3567,50000,3567,10
topk,50000,64,10,5,30.347441,50000,50000,3567,50000,3567,10
topk,50000,64,10,6,30.414349,50000,50000,3567,50000,3567,10
topk,50000,64,10,7,30.414390,50000,50000,3567,50000,3567,10
topk,50000,64,10,8,30.344346,50000,50000,3567,50000,3567,10
topk,50000,64,10,9,30.100738,50000,50000,3567,50000,3567,10
topk,50000,64,10,10,30.370405,50000,50000,3567,50000,3567,10
topk,50000,64,10,11,30.349896,50000,50000,3567,50000,3567,10
topk,50000,64,10,12,30.278148,50000,50000,3567,50000,3567,10
topk,50000,64,10,13,30.377499,50000,50000,3567,50000,3567,10
topk,50000,64,10,14,30.635785,50000,50000,3567,50000,3567,10
topk,50000,64,10,15,30.577011,50000,50000,3567,50000,3567,10
topk,50000,64,10,16,30.371137,50000,50000,3567,50000,3567,10
topk,50000,64,10,17,30.168798,50000,50000,3567,50000,3567,10
topk,50000,64,10,18,30.086461,50000,50000,3567,50000,3567,10
topk,50000,64,10,19,30.155634,50000,50000,3567,50000,3567,10
topk,50000,64,10,20,30.309709,50000,50000,3567,50000,3567,10
topk,50000,64,10,21,30.497469,50000,50000,3567,50000,3567,10
topk,50000,64,10,22,30.269352,50000,50000,3567,50000,3567,10
topk,50000,64,10,23,30.157527,50000,50000,3567,50000,3567,10
topk,50000,64,10,24,29.979696,50000,50000,3567,50000,3567,10
topk,50000,64,10,25,30.108273,50000,50000,3567,50000,3567,10
topk,50000,64,10,26,30.118843,50000,50000,3567,50000,3567,10
topk,50000,64,10,27,30.633961,50000,50000,3567,50000,3567,10
topk,50000,64,10,28,30.437775,50000,50000,3567,50000,3567,10
topk,50000,64,10,29,30.514392,50000,50000,3567,50000,3567,10
fullsort,50000,64,10,0,47.404021,50000,50000,3567,50000,3567,10
fullsort,50000,64,10,1,47.849997,50000,50000,3567,50000,3567,10
fullsort,50000,64,10,2,49.960566,50000,50000,3567,50000,3567,10
fullsort,50000,64,10,3,44.359078,50000,50000,3567,50000,3567,10
fullsort,50000,64,10,4,44.667109,50000,50000,3567,50000,3567,10
fullsort,50000,64,10,5,44.158754,50000,50000,3567,50000,3567,10
fullsort,50000,64,10,6,43.443121,50000,50000,3567,50000,3567,10
fullsort,50000,64,10,7,44.167600,50000,50000,3567,50000,3567,10
fullsort,50000,64,10,8,45.820693,50000,50000,3567,50000,3567,10
fullsort,50000,64,10,9,45.769415,50000,50000,3567,50000,3567,10
fullsort,50000,64,10,10,45.493766,50000,50000,3567,50000,3567,10
fullsort,50000,64,10,11,43.879127,50000,50000,3567,50000,3567,10
fullsort,50000,64,10,12,44.879697,50000,50000,3567,50000,3567,10
fullsort,50000,64,10,13,43.245311,50000,50000,3567,50000,3567,10
fullsort,50000,64,10,14,44.555455,50000,50000,3567,50000,3567,10
fullsort,50000,64,10,15,43.328381,50000,50000,3567,50000,3567,10
fullsort,50000,64,10,16,46.806825,50000,50000,3567,50000,3567,10
fullsort,50000,64,10,17,44.503094,50000,50000,3567,50000,3567,10
fullsort,50000,64,10,18,44.771770,50000,50000,3567,50000,3567,10
fullsort,50000,64,10,19,44.063631,50000,50000,3567,50000,3567,10
fullsort,50000,64,10,20,45.829400,50000,50000,3567,50000,3567,10
fullsort,50000,64,10,21,46.350090,50000,50000,3567,50000,3567,10
fullsort,50000,64,10,22,45.899074,50000,50000,3567,50000,3567,10
fullsort,50000,64,10,23,52.623668,50000,50000,3567,50000,3567,10
fullsort,50000,64,10,24,45.840371,50000,50000,3567,50000,3567,10
fullsort,50000,64,10,25,43.638777,50000,50000,3567,50000,3567,10
fullsort,50000,64,10,26,44.380631,50000,50000,3567,50000,3567,10
fullsort,50000,64,10,27,43.880291,50000,50000,3567,50000,3567,10
fullsort,50000,64,10,28,43.395901,50000,50000,3567,50000,3567,10
fullsort,50000,64,10,29,43.860833,50000,50000,3567,50000,3567,10
topk,100000,64,10,0,62.519744,100000,100000,7139,100000,7139,10
topk,100000,64,10,1,62.680352,100000,100000,7139,100000,7139,10
topk,100000,64,10,2,62.488804,100000,100000,7139,100000,7139,10
topk,100000,64,10,3,62.309811,100000,100000,7139,100000,7139,10
topk,100000,64,10,4,62.529062,100000,100000,7139,100000,7139,10
topk,100000,64,10,5,62.524523,100000,100000,7139,100000,7139,10
topk,100000,64,10,6,62.300162,100000,100000,7139,100000,7139,10
topk,100000,64,10,7,62.371620,100000,100000,7139,100000,7139,10
topk,100000,64,10,8,63.127091,100000,100000,7139,100000,7139,10
topk,100000,64,10,9,62.934991,100000,100000,7139,100000,7139,10
topk,100000,64,10,10,63.057076,100000,100000,7139,100000,7139,10
topk,100000,64,10,11,63.056865,100000,100000,7139,100000,7139,10
topk,100000,64,10,12,63.188388,100000,100000,7139,100000,7139,10
topk,100000,64,10,13,63.250087,100000,100000,7139,100000,7139,10
topk,100000,64,10,14,63.063839,100000,100000,7139,100000,7139,10
topk,100000,64,10,15,63.074650,100000,100000,7139,100000,7139,10
topk,100000,64,10,16,63.059171,100000,100000,7139,100000,7139,10
topk,100000,64,10,17,63.181656,100000,100000,7139,100000,7139,10
topk,100000,64,10,18,63.394024,100000,100000,7139,100000,7139,10
topk,100000,64,10,19,63.161237,100000,100000,7139,100000,7139,10
topk,100000,64,10,20,63.473927,100000,100000,7139,100000,7139,10
topk,100000,64,10,21,63.556967,100000,100000,7139,100000,7139,10
topk,100000,64,10,22,64.413452,100000,100000,7139,100000,7139,10
topk,100000,64,10,23,63.247362,100000,100000,7139,100000,7139,10
topk,100000,64,10,24,63.225250,100000,100000,7139,100000,7139,10
topk,100000,64,10,25,63.097264,100000,100000,7139,100000,7139,10
topk,100000,64,10,26,62.975631,100000,100000,7139,100000,7139,10
topk,100000,64,10,27,63.041197,100000,100000,7139,100000,7139,10
topk,100000,64,10,28,63.176276,100000,100000,7139,100000,7139,10
topk,100000,64,10,29,62.918911,100000,100000,7139,100000,7139,10
fullsort,100000,64,10,0,106.984889,100000,100000,7139,100000,7139,10
fullsort,100000,64,10,1,103.395425,100000,100000,7139,100000,7139,10
fullsort,100000,64,10,2,102.844939,100000,100000,7139,100000,7139,10
fullsort,100000,64,10,3,102.566303,100000,100000,7139,100000,7139,10
fullsort,100000,64,10,4,100.018781,100000,100000,7139,100000,7139,10
fullsort,100000,64,10,5,102.114896,100000,100000,7139,100000,7139,10
fullsort,100000,64,10,6,101.033830,100000,100000,7139,100000,7139,10
fullsort,100000,64,10,7,99.824398,100000,100000,7139,100000,7139,10
fullsort,100000,64,10,8,101.847724,100000,100000,7139,100000,7139,10
fullsort,100000,64,10,9,102.923009,100000,100000,7139,100000,7139,10
fullsort,100000,64,10,10,101.302498,100000,100000,7139,100000,7139,10
fullsort,100000,64,10,11,103.219209,100000,100000,7139,100000,7139,10
fullsort,100000,64,10,12,103.102074,100000,100000,7139,100000,7139,10
fullsort,100000,64,10,13,103.751912,100000,100000,7139,100000,7139,10
fullsort,100000,64,10,14,99.793160,100000,100000,7139,100000,7139,10
fullsort,100000,64,10,15,99.788871,100000,100000,7139,100000,7139,10
fullsort,100000,64,10,16,103.687699,100000,100000,7139,100000,7139,10
fullsort,100000,64,10,17,98.938698,100000,100000,7139,100000,7139,10
fullsort,100000,64,10,18,101.959129,100000,100000,7139,100000,7139,10
fullsort,100000,64,10,19,102.653914,100000,100000,7139,100000,7139,10
fullsort,100000,64,10,20,100.832066,100000,100000,7139,100000,7139,10
fullsort,100000,64,10,21,104.542613,100000,100000,7139,100000,7139,10
fullsort,100000,64,10,22,99.353296,100000,100000,7139,100000,7139,10
fullsort,100000,64,10,23,100.873977,100000,100000,7139,100000,7139,10
fullsort,100000,64,10,24,102.710995,100000,100000,7139,100000,7139,10
fullsort,100000,64,10,25,99.860701,100000,100000,7139,100000,7139,10
fullsort,100000,64,10,26,101.618246,100000,100000,7139,100000,7139,10
fullsort,100000,64,10,27,100.430996,100000,100000,7139,100000,7139,10
fullsort,100000,64,10,28,99.547519,100000,100000,7139,100000,7139,10
fullsort,100000,64,10,29,101.160669,100000,100000,7139,100000,7139,10
